Dataset Intensity Statistics Report
Source: /data/hwh_data_folder/dataset/train
Config: FreqRes=5kHz, Overlap=0.5
--------------------------------------------------
File_ID    | Min_dB          | Max_dB         
5830       | -103.01         | 3.22           
5831       | -112.55         | -0.54          
5832       | -90.27          | 23.52          
5833       | -101.17         | 12.54          
5834       | -98.86          | 8.73           
5835       | -91.79          | 9.52           
5836       | -126.19         | 1.88           
5837       | -99.02          | 6.27           
5838       | -93.91          | 17.49          
5839       | -118.76         | 3.74           
5840       | -129.77         | -4.23          
5841       | -77.19          | 12.23          
5842       | -95.16          | 22.18          
5843       | -83.47          | 23.00          
5844       | -113.64         | 7.89           
5845       | -111.55         | 9.73           
5846       | -126.01         | 2.79           
5847       | -95.53          | 2.39           
5848       | -112.52         | -2.32          
5849       | -100.43         | 1.18           
5850       | -93.48          | -8.02          
5851       | -110.15         | 7.11           
5852       | -103.42         | 4.16           
5853       | -88.97          | -4.76          
5854       | -109.38         | -1.33          
5855       | -124.82         | -1.01          
5856       | -118.83         | 3.81           
5857       | -120.72         | 12.53          
5858       | -112.80         | 7.52           
5859       | -121.75         | -1.43          
5860       | -129.64         | -10.75         
5861       | -101.95         | 9.25           
5862       | -110.41         | 1.52           
5863       | -82.97          | 16.05          
5864       | -113.88         | -1.20          
5865       | -122.11         | -0.75          
5866       | -120.64         | 6.59           
5867       | -106.16         | 1.12           
5868       | -101.56         | -1.07          
5869       | -101.62         | 9.56           
5870       | -112.13         | 2.31           
5871       | -103.37         | -15.82         
5872       | -240.00         | 5.27           
5873       | -108.59         | 9.17           
5874       | -117.78         | -2.10          
5875       | -98.62          | 19.11          
5876       | -100.84         | -2.89          
5877       | -121.21         | 4.32           
5878       | -115.63         | 5.44           
5879       | -98.09          | 15.88          
5880       | -101.14         | -1.11          
5881       | -98.00          | -1.46          
5882       | -129.15         | -2.39          
5883       | -78.80          | 28.01          
5884       | -98.78          | 15.44          
5885       | -102.51         | -0.08          
5886       | -106.24         | 5.96           
5887       | -100.72         | -14.96         
5888       | -113.53         | 0.50           
5889       | -87.40          | 15.53          
5890       | -100.06         | 10.63          
5891       | -116.99         | -0.34          
5892       | -113.22         | 3.71           
5893       | -102.42         | 9.44           
5894       | -103.32         | 12.22          
5895       | -91.79          | 13.87          
5896       | -99.35          | 14.51          
5897       | -105.18         | 5.30           
5898       | -102.56         | 8.39           
5899       | -96.95          | 11.41          
5900       | -80.33          | 13.04          
5901       | -103.68         | 3.05           
5902       | -106.23         | 22.20          
5903       | -113.38         | 6.40           
5904       | -97.86          | 6.54           
5905       | -114.15         | 3.65           
5906       | -93.93          | 11.97          
5907       | -109.49         | -1.39          
5908       | -98.90          | -3.79          
5909       | -104.23         | -12.39         
5910       | -94.59          | 13.85          
5911       | -102.43         | 2.62           
5912       | -114.20         | -11.56         
5913       | -122.37         | 4.43           
5914       | -122.98         | -4.44          
5915       | -95.41          | 14.63          
5916       | -122.08         | -8.22          
5917       | -104.69         | 10.26          
5918       | -101.05         | 5.96           
